auction_id,domain,title,max_budget,weight_cost,weight_reliability,weight_delivery,weight_reviews,duration_minutes,created_at
AUC-0204,Manufacturing & Heavy Machinery,Procurement Request #0204 - Manufacturing & Heavy Machinery,155302.43,36,10,20,34,30,2026-02-10 00:00:00
AUC-0205,IT Hardware,Procurement Request #0205 - IT Hardware,181354.58,29,39,20,12,5,2026-06-11 00:00:00
AUC-0206,Construction & Infrastructure,Procurement Request #0206 - Construction & Infrastructure,389580.23,39,25,28,8,15,2026-01-20 00:00:00
AUC-0207,Manufacturing & Heavy Machinery,Procurement Request #0207 - Manufacturing & Heavy Machinery,334071.6,40,26,17,17,10,2026-05-15 00:00:00
AUC-0208,IT Hardware,Procurement Request #0208 - IT Hardware,100745.83,52,15,23,10,30,2026-01-25 00:00:00
AUC-0209,Logistics & Freight,Procurement Request #0209 - Logistics & Freight,95313.57,34,38,16,12,15,2026-03-27 00:00:00
AUC-0210,Logistics & Freight,Procurement Request #0210 - Logistics & Freight,58213.87,38,16,29,17,30,2026-05-25 00:00:00
AUC-0211,Manufacturing & Heavy Machinery,Procurement Request #0211 - Manufacturing & Heavy Machinery,333548.33,20,13,21,46,30,2026-03-04 00:00:00
AUC-0212,Healthcare & Medical Supplies,Procurement Request #0212 - Healthcare & Medical Supplies,384542.6,54,39,29,10,10,2026-01-12 00:00:00
AUC-0213,Healthcare & Medical Supplies,Procurement Request #0213 - Healthcare & Medical Supplies,139872.75,40,22,13,25,30,2026-03-08 00:00:00
AUC-0214,Construction & Infrastructure,Procurement Request #0214 - Construction & Infrastructure,20263.03,38,10,26,26,15,2026-05-13 00:00:00
AUC-0215,Manufacturing & Heavy Machinery,Procurement Request #0215 - Manufacturing & Heavy Machinery,50264.12,47,24,25,10,5,2026-03-18 00:00:00
AUC-0216,Healthcare & Medical Supplies,Procurement Request #0216 - Healthcare & Medical Supplies,484251.42,32,20,26,22,5,2026-01-26 00:00:00
AUC-0217,Software & Cloud Services,Procurement Request #0217 - Software & Cloud Services,154767.94,54,27,10,9,5,2026-02-24 00:00:00
AUC-0218,Healthcare & Medical Supplies,Procurement Request #0218 - Healthcare & Medical Supplies,386919.34,55,34,16,10,30,2026-01-28 00:00:00
AUC-0219,Software & Cloud Services,Procurement Request #0219 - Software & Cloud Services,316085.15,49,36,23,10,5,2026-06-26 00:00:00
AUC-0220,Software & Cloud Services,Procurement Request #0220 - Software & Cloud Services,197150.42,21,24,20,35,5,2026-01-24 00:00:00
AUC-0221,IT Hardware,Procurement Request #0221 - IT Hardware,110786.76,23,15,18,44,5,2026-05-29 00:00:00
AUC-0222,Manufacturing & Heavy Machinery,Procurement Request #0222 - Manufacturing & Heavy Machinery,69479.34,34,39,18,9,30,2026-04-11 00:00:00
AUC-0223,Raw Materials & Metals,Procurement Request #0223 - Raw Materials & Metals,311356.35,55,22,23,10,15,2026-01-06 00:00:00
AUC-0224,Raw Materials & Metals,Procurement Request #0224 - Raw Materials & Metals,389570.55,27,27,10,36,5,2026-05-31 00:00:00
AUC-0225,IT Hardware,Procurement Request #0225 - IT Hardware,325513.08,24,21,26,29,5,2026-03-17 00:00:00
AUC-0226,Manufacturing & Heavy Machinery,Procurement Request #0226 - Manufacturing & Heavy Machinery,269848.05,39,29,12,20,15,2026-04-24 00:00:00
AUC-0227,Raw Materials & Metals,Procurement Request #0227 - Raw Materials & Metals,30556.1,45,36,10,9,30,2026-02-11 00:00:00
AUC-0228,Construction & Infrastructure,Procurement Request #0228 - Construction & Infrastructure,484559.5,34,14,22,30,15,2026-06-13 00:00:00
AUC-0229,Software & Cloud Services,Procurement Request #0229 - Software & Cloud Services,401369.95,34,31,30,10,15,2026-01-04 00:00:00
AUC-0230,Construction & Infrastructure,Procurement Request #0230 - Construction & Infrastructure,153482.8,55,14,13,18,5,2026-01-03 00:00:00
AUC-0231,Construction & Infrastructure,Procurement Request #0231 - Construction & Infrastructure,490185.46,53,22,27,10,5,2026-03-21 00:00:00
AUC-0232,Software & Cloud Services,Procurement Request #0232 - Software & Cloud Services,304921.98,42,16,23,19,10,2026-02-12 00:00:00
AUC-0233,Software & Cloud Services,Procurement Request #0233 - Software & Cloud Services,295387.1,34,29,18,19,10,2026-01-31 00:00:00
AUC-0234,Software & Cloud Services,Procurement Request #0234 - Software & Cloud Services,376555.86,51,37,11,10,30,2026-06-16 00:00:00
AUC-0235,Construction & Infrastructure,Procurement Request #0235 - Construction & Infrastructure,407767.2,24,19,12,45,15,2026-01-27 00:00:00
AUC-0236,Software & Cloud Services,Procurement Request #0236 - Software & Cloud Services,331674.52,52,25,20,10,15,2026-02-03 00:00:00
AUC-0237,Healthcare & Medical Supplies,Procurement Request #0237 - Healthcare & Medical Supplies,72766.92,35,13,19,33,5,2026-02-20 00:00:00
AUC-0238,Logistics & Freight,Procurement Request #0238 - Logistics & Freight,175751.08,51,24,20,5,15,2026-06-28 00:00:00
AUC-0239,Construction & Infrastructure,Procurement Request #0239 - Construction & Infrastructure,464760.98,29,28,28,15,15,2026-03-23 00:00:00
AUC-0240,Raw Materials & Metals,Procurement Request #0240 - Raw Materials & Metals,120061.65,30,10,20,40,10,2026-02-27 00:00:00
AUC-0241,Healthcare & Medical Supplies,Procurement Request #0241 - Healthcare & Medical Supplies,192361.84,47,18,21,14,10,2026-06-24 00:00:00
AUC-0242,Healthcare & Medical Supplies,Procurement Request #0242 - Healthcare & Medical Supplies,221717.67,36,38,25,10,30,2026-04-26 00:00:00
AUC-0243,Logistics & Freight,Procurement Request #0243 - Logistics & Freight,225308.44,39,25,27,9,5,2026-02-15 00:00:00
AUC-0244,Healthcare & Medical Supplies,Procurement Request #0244 - Healthcare & Medical Supplies,310340.4,58,12,18,12,10,2026-05-19 00:00:00
AUC-0245,Software & Cloud Services,Procurement Request #0245 - Software & Cloud Services,472107.16,31,33,30,10,5,2026-01-21 00:00:00
AUC-0246,IT Hardware,Procurement Request #0246 - IT Hardware,127939.43,52,30,10,8,30,2026-06-02 00:00:00
AUC-0247,Software & Cloud Services,Procurement Request #0247 - Software & Cloud Services,69535.67,22,27,18,33,30,2026-06-18 00:00:00
AUC-0248,Manufacturing & Heavy Machinery,Procurement Request #0248 - Manufacturing & Heavy Machinery,106760.54,29,21,22,28,10,2026-06-01 00:00:00
AUC-0249,Healthcare & Medical Supplies,Procurement Request #0249 - Healthcare & Medical Supplies,444593.2,38,14,24,24,5,2026-04-13 00:00:00
AUC-0250,Logistics & Freight,Procurement Request #0250 - Logistics & Freight,326447.3,52,10,17,21,10,2026-05-13 00:00:00
AUC-0251,Software & Cloud Services,Procurement Request #0251 - Software & Cloud Services,150094.33,48,15,15,22,10,2026-05-05 00:00:00
AUC-0252,Logistics & Freight,Procurement Request #0252 - Logistics & Freight,409814.0,22,17,25,36,10,2026-01-18 00:00:00
AUC-0253,Logistics & Freight,Procurement Request #0253 - Logistics & Freight,432071.3,43,17,11,29,10,2026-05-14 00:00:00
AUC-0254,Manufacturing & Heavy Machinery,Procurement Request #0254 - Manufacturing & Heavy Machinery,424792.03,43,22,25,10,30,2026-01-13 00:00:00
AUC-0255,IT Hardware,Procurement Request #0255 - IT Hardware,460274.0,40,13,26,21,15,2026-03-10 00:00:00
AUC-0256,Construction & Infrastructure,Procurement Request #0256 - Construction & Infrastructure,133598.1,49,28,15,10,30,2026-06-18 00:00:00
AUC-0257,Raw Materials & Metals,Procurement Request #0257 - Raw Materials & Metals,379970.55,38,28,30,10,5,2026-05-14 00:00:00
AUC-0258,Logistics & Freight,Procurement Request #0258 - Logistics & Freight,235664.35,39,39,17,10,30,2026-04-02 00:00:00
AUC-0259,Manufacturing & Heavy Machinery,Procurement Request #0259 - Manufacturing & Heavy Machinery,422579.29,42,25,25,8,5,2026-05-10 00:00:00
AUC-0260,Software & Cloud Services,Procurement Request #0260 - Software & Cloud Services,366960.43,48,15,17,20,5,2026-05-13 00:00:00
AUC-0261,Healthcare & Medical Supplies,Procurement Request #0261 - Healthcare & Medical Supplies,390459.25,37,16,14,33,10,2026-02-11 00:00:00
AUC-0262,Logistics & Freight,Procurement Request #0262 - Logistics & Freight,331519.3,53,32,13,10,10,2026-04-18 00:00:00
AUC-0263,Manufacturing & Heavy Machinery,Procurement Request #0263 - Manufacturing & Heavy Machinery,96940.1,41,33,13,13,30,2026-06-23 00:00:00
AUC-0264,Raw Materials & Metals,Procurement Request #0264 - Raw Materials & Metals,277063.19,50,16,28,6,10,2026-06-16 00:00:00
AUC-0265,Manufacturing & Heavy Machinery,Procurement Request #0265 - Manufacturing & Heavy Machinery,492488.17,46,10,17,27,5,2026-02-03 00:00:00
AUC-0266,Construction & Infrastructure,Procurement Request #0266 - Construction & Infrastructure,469320.15,57,15,14,14,5,2026-05-28 00:00:00
AUC-0267,Software & Cloud Services,Procurement Request #0267 - Software & Cloud Services,31155.13,23,15,18,44,10,2026-05-14 00:00:00
AUC-0268,Raw Materials & Metals,Procurement Request #0268 - Raw Materials & Metals,90759.26,53,28,30,10,5,2026-06-20 00:00:00
AUC-0269,Manufacturing & Heavy Machinery,Procurement Request #0269 - Manufacturing & Heavy Machinery,74547.1,38,40,12,10,10,2026-04-26 00:00:00
AUC-0270,Construction & Infrastructure,Procurement Request #0270 - Construction & Infrastructure,365730.16,45,37,25,10,10,2026-02-27 00:00:00
AUC-0271,Manufacturing & Heavy Machinery,Procurement Request #0271 - Manufacturing & Heavy Machinery,410714.81,46,29,14,11,10,2026-06-10 00:00:00
AUC-0272,Healthcare & Medical Supplies,Procurement Request #0272 - Healthcare & Medical Supplies,114620.57,52,18,15,15,15,2026-04-28 00:00:00
AUC-0273,Construction & Infrastructure,Procurement Request #0273 - Construction & Infrastructure,257867.82,57,12,17,14,30,2026-04-10 00:00:00
AUC-0274,Software & Cloud Services,Procurement Request #0274 - Software & Cloud Services,421944.48,26,10,16,48,30,2026-02-09 00:00:00
AUC-0275,Construction & Infrastructure,Procurement Request #0275 - Construction & Infrastructure,369072.76,26,15,25,34,5,2026-05-18 00:00:00
AUC-0276,Construction & Infrastructure,Procurement Request #0276 - Construction & Infrastructure,275696.23,27,12,25,36,10,2026-06-05 00:00:00
AUC-0277,Construction & Infrastructure,Procurement Request #0277 - Construction & Infrastructure,299270.37,20,38,30,12,30,2026-05-15 00:00:00
AUC-0278,Raw Materials & Metals,Procurement Request #0278 - Raw Materials & Metals,259096.67,43,37,11,9,30,2026-03-01 00:00:00
AUC-0279,Manufacturing & Heavy Machinery,Procurement Request #0279 - Manufacturing & Heavy Machinery,155798.74,45,35,22,10,15,2026-06-01 00:00:00
AUC-0280,Manufacturing & Heavy Machinery,Procurement Request #0280 - Manufacturing & Heavy Machinery,286860.78,56,13,23,8,10,2026-03-08 00:00:00
AUC-0281,Raw Materials & Metals,Procurement Request #0281 - Raw Materials & Metals,347553.8,34,39,12,15,15,2026-06-04 00:00:00
AUC-0282,Construction & Infrastructure,Procurement Request #0282 - Construction & Infrastructure,437928.23,46,18,16,20,5,2026-01-03 00:00:00
AUC-0283,Construction & Infrastructure,Procurement Request #0283 - Construction & Infrastructure,321782.76,53,13,26,8,5,2026-04-08 00:00:00
AUC-0284,Healthcare & Medical Supplies,Procurement Request #0284 - Healthcare & Medical Supplies,382949.55,33,32,20,15,30,2026-04-04 00:00:00
AUC-0285,IT Hardware,Procurement Request #0285 - IT Hardware,88435.1,29,23,30,18,15,2026-03-09 00:00:00
AUC-0286,Manufacturing & Heavy Machinery,Procurement Request #0286 - Manufacturing & Heavy Machinery,236163.16,49,23,28,10,15,2026-06-07 00:00:00
AUC-0287,Logistics & Freight,Procurement Request #0287 - Logistics & Freight,14572.49,45,34,16,5,30,2026-05-23 00:00:00
AUC-0288,Manufacturing & Heavy Machinery,Procurement Request #0288 - Manufacturing & Heavy Machinery,130872.64,55,25,15,5,15,2026-05-25 00:00:00
AUC-0289,Construction & Infrastructure,Procurement Request #0289 - Construction & Infrastructure,365966.24,50,18,19,13,15,2026-04-13 00:00:00
AUC-0290,Healthcare & Medical Supplies,Procurement Request #0290 - Healthcare & Medical Supplies,495986.88,28,37,13,22,10,2026-04-26 00:00:00
AUC-0291,Manufacturing & Heavy Machinery,Procurement Request #0291 - Manufacturing & Heavy Machinery,58597.27,30,13,16,41,30,2026-03-29 00:00:00
AUC-0292,Manufacturing & Heavy Machinery,Procurement Request #0292 - Manufacturing & Heavy Machinery,206732.21,55,29,11,5,10,2026-04-11 00:00:00
AUC-0293,Healthcare & Medical Supplies,Procurement Request #0293 - Healthcare & Medical Supplies,402034.77,20,35,12,33,10,2026-05-02 00:00:00
AUC-0294,Construction & Infrastructure,Procurement Request #0294 - Construction & Infrastructure,109977.46,47,12,12,29,15,2026-02-27 00:00:00
AUC-0295,Logistics & Freight,Procurement Request #0295 - Logistics & Freight,281991.63,25,29,11,35,30,2026-04-14 00:00:00
AUC-0296,Construction & Infrastructure,Procurement Request #0296 - Construction & Infrastructure,369204.94,48,19,29,10,5,2026-02-15 00:00:00
AUC-0297,Healthcare & Medical Supplies,Procurement Request #0297 - Healthcare & Medical Supplies,311832.87,51,24,10,15,10,2026-06-19 00:00:00
AUC-0298,Manufacturing & Heavy Machinery,Procurement Request #0298 - Manufacturing & Heavy Machinery,102132.12,53,19,16,12,5,2026-06-04 00:00:00
AUC-0299,Construction & Infrastructure,Procurement Request #0299 - Construction & Infrastructure,184138.44,48,32,17,10,10,2026-06-23 00:00:00
AUC-0300,IT Hardware,Procurement Request #0300 - IT Hardware,394057.97,43,17,30,10,5,2026-02-11 00:00:00
AUC-0301,IT Hardware,Procurement Request #0301 - IT Hardware,281570.99,37,34,22,7,15,2026-06-22 00:00:00
AUC-0302,Raw Materials & Metals,Procurement Request #0302 - Raw Materials & Metals,12562.51,45,28,16,11,5,2026-01-19 00:00:00
AUC-0303,IT Hardware,Procurement Request #0303 - IT Hardware,382885.47,50,19,27,10,15,2026-03-31 00:00:00
AUC-0304,Manufacturing & Heavy Machinery,Procurement Request #0304 - Manufacturing & Heavy Machinery,27302.56,37,17,29,17,10,2026-04-28 00:00:00
AUC-0305,Raw Materials & Metals,Procurement Request #0305 - Raw Materials & Metals,375409.55,56,10,18,16,10,2026-04-16 00:00:00
AUC-0306,Construction & Infrastructure,Procurement Request #0306 - Construction & Infrastructure,109215.47,26,27,12,35,15,2026-03-30 00:00:00
AUC-0307,IT Hardware,Procurement Request #0307 - IT Hardware,479456.01,47,40,18,10,15,2026-06-28 00:00:00
AUC-0308,Raw Materials & Metals,Procurement Request #0308 - Raw Materials & Metals,190290.97,39,28,25,10,10,2026-03-29 00:00:00
AUC-0309,Manufacturing & Heavy Machinery,Procurement Request #0309 - Manufacturing & Heavy Machinery,170196.49,44,31,24,10,5,2026-05-05 00:00:00
AUC-0310,IT Hardware,Procurement Request #0310 - IT Hardware,82955.14,36,12,22,30,10,2026-06-24 00:00:00
AUC-0311,Healthcare & Medical Supplies,Procurement Request #0311 - Healthcare & Medical Supplies,159746.07,34,35,20,11,30,2026-04-02 00:00:00
AUC-0312,Construction & Infrastructure,Procurement Request #0312 - Construction & Infrastructure,439558.87,54,10,18,18,10,2026-03-16 00:00:00
AUC-0313,IT Hardware,Procurement Request #0313 - IT Hardware,498203.83,40,31,20,10,5,2026-05-23 00:00:00
AUC-0314,Software & Cloud Services,Procurement Request #0314 - Software & Cloud Services,190471.67,50,20,21,9,10,2026-05-28 00:00:00
AUC-0315,Logistics & Freight,Procurement Request #0315 - Logistics & Freight,229819.21,31,40,16,13,30,2026-02-22 00:00:00
AUC-0316,Software & Cloud Services,Procurement Request #0316 - Software & Cloud Services,363814.76,35,37,18,10,10,2026-03-01 00:00:00
AUC-0317,Software & Cloud Services,Procurement Request #0317 - Software & Cloud Services,444235.93,30,36,29,10,15,2026-02-10 00:00:00
AUC-0318,Manufacturing & Heavy Machinery,Procurement Request #0318 - Manufacturing & Heavy Machinery,300591.72,26,13,12,49,30,2026-06-08 00:00:00
AUC-0319,IT Hardware,Procurement Request #0319 - IT Hardware,201847.59,49,40,11,10,30,2026-04-07 00:00:00
AUC-0320,Construction & Infrastructure,Procurement Request #0320 - Construction & Infrastructure,212184.7,40,25,28,7,15,2026-05-07 00:00:00
AUC-0321,Software & Cloud Services,Procurement Request #0321 - Software & Cloud Services,350852.89,52,18,22,8,10,2026-05-29 00:00:00
AUC-0322,Software & Cloud Services,Procurement Request #0322 - Software & Cloud Services,11576.95,23,26,23,28,30,2026-05-20 00:00:00
AUC-0323,IT Hardware,Procurement Request #0323 - IT Hardware,313598.78,52,21,22,5,10,2026-04-29 00:00:00
AUC-0324,IT Hardware,Procurement Request #0324 - IT Hardware,184191.58,48,24,20,10,5,2026-01-05 00:00:00
AUC-0325,Healthcare & Medical Supplies,Procurement Request #0325 - Healthcare & Medical Supplies,399156.69,33,22,28,17,5,2026-03-26 00:00:00
AUC-0326,Logistics & Freight,Procurement Request #0326 - Logistics & Freight,55565.41,54,37,18,10,10,2026-05-22 00:00:00
AUC-0327,Logistics & Freight,Procurement Request #0327 - Logistics & Freight,298219.11,35,18,25,22,15,2026-04-05 00:00:00
AUC-0328,Software & Cloud Services,Procurement Request #0328 - Software & Cloud Services,245676.72,51,23,16,10,30,2026-06-30 00:00:00
AUC-0329,Manufacturing & Heavy Machinery,Procurement Request #0329 - Manufacturing & Heavy Machinery,324739.51,43,21,22,14,15,2026-04-27 00:00:00
AUC-0330,Software & Cloud Services,Procurement Request #0330 - Software & Cloud Services,41778.26,51,14,28,10,10,2026-01-27 00:00:00
AUC-0331,Healthcare & Medical Supplies,Procurement Request #0331 - Healthcare & Medical Supplies,294192.06,37,35,17,11,30,2026-04-09 00:00:00
AUC-0332,Software & Cloud Services,Procurement Request #0332 - Software & Cloud Services,285127.45,29,35,14,22,30,2026-01-04 00:00:00
AUC-0333,Software & Cloud Services,Procurement Request #0333 - Software & Cloud Services,284723.45,46,25,14,15,15,2026-05-06 00:00:00
AUC-0334,Logistics & Freight,Procurement Request #0334 - Logistics & Freight,305708.96,36,27,28,9,5,2026-04-13 00:00:00
AUC-0335,IT Hardware,Procurement Request #0335 - IT Hardware,341469.29,30,11,16,43,15,2026-05-03 00:00:00
AUC-0336,Manufacturing & Heavy Machinery,Procurement Request #0336 - Manufacturing & Heavy Machinery,404444.61,55,13,24,10,15,2026-03-09 00:00:00
AUC-0337,Logistics & Freight,Procurement Request #0337 - Logistics & Freight,142212.15,38,27,27,10,15,2026-03-31 00:00:00
AUC-0338,IT Hardware,Procurement Request #0338 - IT Hardware,414274.21,46,13,21,20,10,2026-05-29 00:00:00
AUC-0339,Construction & Infrastructure,Procurement Request #0339 - Construction & Infrastructure,254145.28,54,15,19,12,15,2026-03-26 00:00:00
AUC-0340,Healthcare & Medical Supplies,Procurement Request #0340 - Healthcare & Medical Supplies,47758.56,47,25,24,10,5,2026-04-09 00:00:00
AUC-0341,Construction & Infrastructure,Procurement Request #0341 - Construction & Infrastructure,38689.96,38,24,30,8,10,2026-02-13 00:00:00
AUC-0342,Healthcare & Medical Supplies,Procurement Request #0342 - Healthcare & Medical Supplies,173776.78,41,23,30,6,30,2026-01-20 00:00:00
AUC-0343,IT Hardware,Procurement Request #0343 - IT Hardware,394599.52,30,20,17,33,15,2026-03-24 00:00:00
AUC-0344,Healthcare & Medical Supplies,Procurement Request #0344 - Healthcare & Medical Supplies,356763.66,38,32,18,12,30,2026-03-12 00:00:00
